timestamp,source_file,user,source_ip,country,success,rule_alert,base_country_risk,country_risk,hour,failed_last_hour,logins_last_hour,unusual_hour,anomaly,anomaly_label,anomaly_score,anomaly_reason,safety
2026-05-02 02:26:20,synthetic_syslog_1000_with_100_anomalies.log,dave,45.83.12.252,United States (Non-EU - Unsafe),0,1,0.95,0.99,2,7,11,1,-1,anomaly,-0.04,"Unusual hour (outside typical 8-20), 7 recent failed login(s) in last hour, High country risk (non-EU location), Failed login",suspicious
2026-05-02 02:36:11,synthetic_syslog_1000_with_100_anomalies.log,bob,103.21.244.254,United States (Non-EU - Unsafe),0,1,0.95,0.99,2,7,8,1,-1,anomaly,-0.04,"Unusual hour (outside typical 8-20), 7 recent failed login(s) in last hour, High country risk (non-EU location), Failed login",suspicious
2026-05-02 02:37:54,synthetic_syslog_1000_with_100_anomalies.log,dave,103.21.244.53,United States (Non-EU - Unsafe),0,1,0.95,0.99,2,8,12,1,-1,anomaly,-0.04,"Unusual hour (outside typical 8-20), 8 recent failed login(s) in last hour, High country risk (non-EU location), Failed login",suspicious
2026-05-02 02:38:17,synthetic_syslog_1000_with_100_anomalies.log,bob,177.54.12.124,United States (Non-EU - Unsafe),0,1,0.95,0.99,2,8,8,1,-1,anomaly,-0.04,"Unusual hour (outside typical 8-20), 8 recent failed login(s) in last hour, High country risk (non-EU location), Failed login",suspicious
2026-05-02 02:41:22,synthetic_syslog_1000_with_100_anomalies.log,dave,177.54.12.78,United States (Non-EU - Unsafe),0,1,0.95,0.99,2,9,13,1,-1,anomaly,-0.04,"Unusual hour (outside typical 8-20), 9 recent failed login(s) in last hour, High country risk (non-EU location), Failed login",suspicious
2026-05-02 02:43:07,synthetic_syslog_1000_with_100_anomalies.log,dave,177.54.12.115,United States (Non-EU - Unsafe),0,1,0.95,0.99,2,10,14,1,-1,anomaly,-0.04,"Unusual hour (outside typical 8-20), 10 recent failed login(s) in last hour, High country risk (non-EU location), Failed login",suspicious
2026-05-02 02:44:21,synthetic_syslog_1000_with_100_anomalies.log,bob,177.54.12.48,United States (Non-EU - Unsafe),0,1,0.95,0.99,2,9,9,1,-1,anomaly,-0.04,"Unusual hour (outside typical 8-20), 9 recent failed login(s) in last hour, High country risk (non-EU location), Failed login",suspicious
2026-05-02 02:46:30,synthetic_syslog_1000_with_100_anomalies.log,admin,103.21.244.3,United States (Non-EU - Unsafe),0,1,0.95,0.99,2,6,8,1,-1,anomaly,-0.04,"Unusual hour (outside typical 8-20), 6 recent failed login(s) in last hour, High country risk (non-EU location), Failed login",suspicious
2026-05-02 02:24:23,synthetic_syslog_1000_with_100_anomalies.log,dave,103.21.244.209,United States (Non-EU - Unsafe),0,1,0.95,0.99,2,5,9,1,-1,anomaly,-0.03,"Unusual hour (outside typical 8-20), 5 recent failed login(s) in last hour, High country risk (non-EU location), Failed login",suspicious
2026-05-02 02:25:45,synthetic_syslog_1000_with_100_anomalies.log,dave,103.21.244.3,United States (Non-EU - Unsafe),0,1,0.95,0.99,2,6,10,1,-1,anomaly,-0.03,"Unusual hour (outside typical 8-20), 6 recent failed login(s) in last hour, High country risk (non-EU location), Failed login",suspicious
