timestamp,source_file,user,source_ip,country,success,rule_alert,base_country_risk,country_risk,hour,failed_last_hour,logins_last_hour,unusual_hour,anomaly,anomaly_label,anomaly_score,anomaly_reason,safety
2026-05-01 23:34:07,synthetic_syslog_ml_training.log,carol,45.83.12.65,United States (Non-EU - Unsafe),0,1,0.95,0.99,23,0,6,1,-1,anomaly,-0.03,"Unusual hour (outside typical 8-20), High country risk (non-EU location), Failed login",suspicious
2026-05-02 23:05:57,synthetic_syslog_ml_training.log,bob,103.21.244.76,United States (Non-EU - Unsafe),0,1,0.95,0.99,23,0,0,1,-1,anomaly,-0.03,"Unusual hour (outside typical 8-20), High country risk (non-EU location), Failed login",suspicious
2026-05-03 23:18:15,synthetic_syslog_ml_training.log,dave,45.83.12.84,United States (Non-EU - Unsafe),0,1,0.95,0.99,23,0,1,1,-1,anomaly,-0.03,"Unusual hour (outside typical 8-20), High country risk (non-EU location), Failed login",suspicious
2026-05-04 23:32:01,synthetic_syslog_ml_training.log,bob,45.83.12.126,United States (Non-EU - Unsafe),0,1,0.95,0.99,23,0,4,1,-1,anomaly,-0.03,"Unusual hour (outside typical 8-20), High country risk (non-EU location), Failed login",suspicious
2026-05-07 23:27:43,synthetic_syslog_ml_training.log,bob,103.21.244.215,United States (Non-EU - Unsafe),0,1,0.95,0.99,23,0,1,1,-1,anomaly,-0.03,"Unusual hour (outside typical 8-20), High country risk (non-EU location), Failed login",suspicious
2026-05-03 22:35:23,synthetic_syslog_ml_training.log,admin,45.83.12.130,United States (Non-EU - Unsafe),0,1,0.95,0.99,22,0,2,1,-1,anomaly,-0.02,"Unusual hour (outside typical 8-20), High country risk (non-EU location), Failed login",suspicious
2026-05-06 22:03:00,synthetic_syslog_ml_training.log,admin,45.83.12.45,United States (Non-EU - Unsafe),0,1,0.95,0.99,22,0,4,1,-1,anomaly,-0.02,"Unusual hour (outside typical 8-20), High country risk (non-EU location), Failed login",suspicious
2026-05-06 23:44:56,synthetic_syslog_ml_training.log,admin,198.51.100.191,Luxembourg (Local/EU - Safe),0,1,0.2,0.38000000000000006,23,0,0,1,-1,anomaly,-0.02,"Unusual hour (outside typical 8-20), Failed login, Dynamic risk boost applied (0.20 -> 0.38)",suspicious
2026-05-02 07:28:51,synthetic_syslog_ml_training.log,alice,103.21.244.95,United States (Non-EU - Unsafe),0,1,0.95,0.99,7,4,6,1,-1,anomaly,-0.01,"Unusual hour (outside typical 8-20), 4 recent failed login(s) in last hour, High country risk (non-EU location), Failed login",suspicious
2026-05-02 07:36:37,synthetic_syslog_ml_training.log,alice,45.83.12.79,United States (Non-EU - Unsafe),0,1,0.95,0.99,7,4,7,1,-1,anomaly,-0.01,"Unusual hour (outside typical 8-20), 4 recent failed login(s) in last hour, High country risk (non-EU location), Failed login",suspicious
