timestamp,source_file,user,source_ip,success,base_country_risk,country_risk,hour,failed_last_hour,logins_last_hour,unusual_hour,anomaly,anomaly_label,anomaly_score,anomaly_reason
2026-05-05 23:18:15,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,23,0,0,1,-1,anomaly,-0.037316053623760115,"Unusual hour (outside typical 8-18), High country risk (external IP), Failed login"
2026-05-05 22:17:56,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,22,0,0,1,-1,anomaly,-0.03254097782453502,"Unusual hour (outside typical 8-18), High country risk (external IP), Failed login"
2026-05-05 23:34:42,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,23,1,1,1,-1,anomaly,-0.02261786555482659,"Unusual hour (outside typical 8-18), 1 recent failed login(s) in last hour, High country risk (external IP), Failed login"
2026-05-05 19:11:30,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,19,0,0,1,-1,anomaly,-0.019831704862055655,"Unusual hour (outside typical 8-18), High country risk (external IP), Failed login"
2026-05-05 23:40:11,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,23,2,2,1,-1,anomaly,-0.019410644035969482,"Unusual hour (outside typical 8-18), 2 recent failed login(s) in last hour, High country risk (external IP), Failed login"
2026-05-05 19:33:26,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5800000000000001,19,5,99,1,-1,anomaly,-0.01766054642505155,"Unusual hour (outside typical 8-18), 5 recent failed login(s) in last hour, Failed login, Very high login frequency, Dynamic risk boost applied (0.20 -> 0.58)"
2026-05-05 00:32:54,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,0,0,0,1,-1,anomaly,-0.01425863375354608,"Unusual hour (outside typical 8-18), High country risk (external IP), Failed login"
2026-05-06 00:51:28,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,0,0,0,1,-1,anomaly,-0.01425863375354608,"Unusual hour (outside typical 8-18), High country risk (external IP), Failed login"
2026-05-05 08:29:57,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,8,4,4,0,-1,anomaly,-0.011337204754207075,"4 recent failed login(s) in last hour, High country risk (external IP), Failed login"
2026-05-05 21:39:33,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.56,21,6,6,1,-1,anomaly,-0.00965863060967631,"Unusual hour (outside typical 8-18), 6 recent failed login(s) in last hour, Failed login, Dynamic risk boost applied (0.20 -> 0.56)"
2026-05-05 12:25:44,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,12,0,0,0,-1,anomaly,-0.009101604691233889,"High country risk (external IP), Failed login"
2026-05-05 10:12:44,ssh.log,admin,185.220.101.4,0,0.95,0.99,10,0,0,0,-1,anomaly,-0.006251973472656935,"High country risk (external IP), Failed login"
2026-05-05 10:12:49,ssh.log,root,185.220.101.4,0,0.95,0.99,10,0,0,0,-1,anomaly,-0.006251973472656935,"High country risk (external IP), Failed login"
2026-05-05 10:15:01,web.log,/wp-login.php,185.220.101.4,0,0.95,0.99,10,0,0,0,-1,anomaly,-0.006251973472656935,"High country risk (external IP), Failed login"
2026-05-05 10:15:03,web.log,/xmlrpc.php,185.220.101.4,0,0.95,0.99,10,0,0,0,-1,anomaly,-0.006251973472656935,"High country risk (external IP), Failed login"
2026-05-05 19:06:01,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.55,19,4,122,1,-1,anomaly,-0.005654973130706398,"Unusual hour (outside typical 8-18), 4 recent failed login(s) in last hour, Failed login, Very high login frequency, Dynamic risk boost applied (0.20 -> 0.55)"
2026-05-05 19:22:28,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.55,19,4,108,1,-1,anomaly,-0.005654973130706398,"Unusual hour (outside typical 8-18), 4 recent failed login(s) in last hour, Failed login, Very high login frequency, Dynamic risk boost applied (0.20 -> 0.55)"
2026-05-05 12:03:48,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.53,12,6,123,0,-1,anomaly,-0.005484408481704617,"6 recent failed login(s) in last hour, Failed login, Very high login frequency, Dynamic risk boost applied (0.20 -> 0.53)"
2026-05-05 10:52:31,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,10,4,5,0,-1,anomaly,-0.004865416755413854,"4 recent failed login(s) in last hour, High country risk (external IP), Failed login"
2026-05-05 20:55:41,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,20,1,1,1,-1,anomaly,-0.004581844355667886,"Unusual hour (outside typical 8-18), 1 recent failed login(s) in last hour, High country risk (external IP), Failed login"
2026-05-05 18:11:11,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,18,1,1,0,-1,anomaly,-0.004554161501249987,"1 recent failed login(s) in last hour, High country risk (external IP), Failed login"
2026-05-05 02:44:30,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,2,0,0,1,-1,anomaly,-0.004026541417460505,"Unusual hour (outside typical 8-18), High country risk (external IP), Failed login"
2026-05-05 20:06:20,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,20,3,3,1,-1,anomaly,-0.003968858116345175,"Unusual hour (outside typical 8-18), 3 recent failed login(s) in last hour, High country risk (external IP), Failed login"
2026-05-05 02:17:05,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.6100000000000001,2,6,50,1,-1,anomaly,-0.00367133928899277,"Unusual hour (outside typical 8-18), 6 recent failed login(s) in last hour, Failed login, Very high login frequency, Dynamic risk boost applied (0.20 -> 0.61)"
2026-05-05 19:16:59,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.55,19,4,116,1,-1,anomaly,-0.0036373263338521644,"Unusual hour (outside typical 8-18), 4 recent failed login(s) in last hour, Failed login, Very high login frequency, Dynamic risk boost applied (0.20 -> 0.55)"
2026-05-05 08:18:59,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,8,3,3,0,-1,anomaly,-0.002262864087521521,"3 recent failed login(s) in last hour, High country risk (external IP), Failed login"
2026-05-05 10:47:02,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,10,3,4,0,-1,anomaly,-0.0015957541870682546,"3 recent failed login(s) in last hour, High country risk (external IP), Failed login"
2026-05-05 17:54:44,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,17,1,1,0,-1,anomaly,-0.0013630145647771652,"1 recent failed login(s) in last hour, High country risk (external IP), Failed login"
2026-05-05 19:38:55,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,19,1,1,1,-1,anomaly,-0.0011470389959982175,"Unusual hour (outside typical 8-18), 1 recent failed login(s) in last hour, High country risk (external IP), Failed login"
2026-05-05 05:12:33,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,5,0,0,1,-1,anomaly,-7.804160967217477e-05,"Unusual hour (outside typical 8-18), High country risk (external IP), Failed login"
2026-05-05 16:43:27,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,16,1,1,0,1,normal,0.0,
2026-05-05 16:48:56,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,16,1,1,0,1,normal,0.0,
2026-05-05 22:28:54,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5800000000000001,22,5,50,1,1,normal,0.0003809217199065573,
2026-05-05 07:46:05,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,7,3,3,1,1,normal,0.0011313756699286026,
2026-05-05 06:07:23,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,6,3,3,1,1,normal,0.0015843341923297283,
2026-05-05 19:44:24,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,19,2,2,1,1,normal,0.0020150151614318768,
2026-05-05 15:48:37,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,15,1,1,0,1,normal,0.002265551964461321,
2026-05-05 13:20:34,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,13,3,3,0,1,normal,0.002446382836638672,
2026-05-05 16:59:54,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,16,2,2,0,1,normal,0.004947725294503269,
2026-05-05 10:19:37,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5000000000000001,10,5,136,0,1,normal,0.005639765282079989,
2026-05-05 15:10:14,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,15,2,2,0,1,normal,0.006747407645230075,
2026-05-05 14:09:55,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,14,1,1,0,1,normal,0.007499994149854361,
2026-05-05 14:31:51,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,14,1,1,0,1,normal,0.007499994149854361,
2026-05-05 06:34:48,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,6,1,1,1,1,normal,0.008862781200377978,
2026-05-06 01:24:22,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,1,2,2,1,1,normal,0.009821620335786041,
2026-05-06 01:57:16,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,1,2,2,1,1,normal,0.009821620335786041,
2026-05-05 01:05:48,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,1,1,1,1,1,normal,0.009980697940870531,
2026-05-06 01:07:55,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,1,1,1,1,1,normal,0.009980697940870531,
2026-05-05 08:13:30,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,8,2,2,0,1,normal,0.010200188546697131,
2026-05-05 10:08:39,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5000000000000001,10,5,133,0,1,normal,0.010906151543380593,
2026-05-05 10:30:35,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5000000000000001,10,5,133,0,1,normal,0.010906151543380593,
2026-05-05 14:48:18,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,14,2,2,0,1,normal,0.01112078511323722,
2026-05-05 22:01:29,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.55,22,4,51,1,1,normal,0.011807367265163182,
2026-05-05 22:06:58,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.55,22,4,51,1,1,normal,0.011807367265163182,
2026-05-05 21:34:04,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.53,21,5,5,1,1,normal,0.011826808550840062,
2026-05-05 05:18:02,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,5,1,1,1,1,normal,0.01185975206809875,
2026-05-05 12:47:40,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,12,1,1,0,1,normal,0.011906742524822933,
2026-05-05 03:11:55,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,3,1,1,1,1,normal,0.012212542933459192,
2026-05-05 10:41:33,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,10,2,3,0,1,normal,0.01232610535227352,
2026-05-05 10:12:55,ssh.log,root,185.220.101.4,0,0.95,0.99,10,1,1,0,1,normal,0.01279778213704208,
2026-05-05 10:15:05,web.log,/wp-login.php,185.220.101.4,0,0.95,0.99,10,1,1,0,1,normal,0.01279778213704208,
2026-05-05 07:02:13,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,7,2,2,1,1,normal,0.013616384061896802,
2026-05-05 07:13:11,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,7,2,2,1,1,normal,0.013616384061896802,
2026-05-05 07:35:07,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,7,2,2,1,1,normal,0.013616384061896802,
2026-05-05 23:51:09,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.49000000000000005,23,2,41,1,1,normal,0.014246196113620213,
2026-05-05 05:29:00,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,5,2,2,1,1,normal,0.01467316655011186,
2026-05-05 22:50:50,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.55,22,4,50,1,1,normal,0.014921207507220702,
2026-05-05 23:45:40,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.49000000000000005,23,2,42,1,1,normal,0.015577559876011282,
2026-05-05 11:58:19,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5000000000000001,11,5,124,0,1,normal,0.016488892754835893,
2026-05-05 12:53:09,mixed_syslog_2000.log,root,185.220.101.33,0,0.95,0.99,12,2,2,0,1,normal,0.017285096967759483,
2026-05-05 02:06:07,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5800000000000001,2,5,48,1,1,normal,0.017436211035356863,
2026-05-05 02:11:36,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5800000000000001,2,5,48,1,1,normal,0.017436211035356863,
2026-05-05 22:23:25,mixed_syslog_2000.log,oracle,198.51.100.99,0,0.2,0.38000000000000006,22,0,0,1,1,normal,0.01781123049165756,
2026-05-05 22:39:52,mixed_syslog_2000.log,illegal,192.0.2.50,0,0.2,0.38000000000000006,22,0,0,1,1,normal,0.01781123049165756,
2026-05-06 00:24:03,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.55,0,4,46,1,1,normal,0.020919315401427108,
2026-05-05 23:29:13,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.46,23,1,45,1,1,normal,0.022196919916813163,
2026-05-05 09:52:12,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.47000000000000003,9,4,117,0,1,normal,0.023776288533732926,
2026-05-05 22:12:27,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.5,22,4,4,1,1,normal,0.025343071337482814,
2026-05-05 09:46:43,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.47000000000000003,9,4,107,0,1,normal,0.026667014067370265,
2026-05-05 09:35:45,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.47000000000000003,9,4,90,0,1,normal,0.028406738912473695,
2026-05-05 16:05:04,mixed_syslog_2000.log,illegal,192.0.2.50,0,0.2,0.42000000000000004,16,4,4,0,1,normal,0.0284988798086796,
2026-05-05 00:38:23,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.49000000000000005,0,2,32,1,1,normal,0.028593039360566563,
2026-05-05 17:16:21,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5000000000000001,17,5,125,0,1,normal,0.028922285360238997,
2026-05-05 21:06:39,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.55,21,4,50,1,1,normal,0.029614935665281394,
2026-05-06 01:02:26,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.55,1,4,52,1,1,normal,0.030627264369528895,
2026-05-05 09:19:18,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,9,3,65,0,1,normal,0.03188137162833282,
2026-05-05 09:24:47,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,9,3,72,0,1,normal,0.032763636080203495,
2026-05-05 11:25:25,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,11,3,128,0,1,normal,0.03298746699721322,
2026-05-05 19:34:13,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.51,19,6,98,1,1,normal,0.03304304036956496,
2026-05-05 18:55:03,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.47000000000000003,18,4,123,0,1,normal,0.033119124165465474,
2026-05-05 16:37:58,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.47000000000000003,16,4,129,0,1,normal,0.03351986549591801,
2026-05-05 21:28:35,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.5,21,4,4,1,1,normal,0.03362105141857419,
2026-05-05 23:01:48,mixed_syslog_2000.log,illegal,192.0.2.50,0,0.2,0.41000000000000003,23,1,1,1,1,normal,0.0344488961363123,
2026-05-05 23:56:38,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.41000000000000003,23,1,1,1,1,normal,0.0344488961363123,
2026-05-05 08:46:24,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,8,3,44,0,1,normal,0.034564787969645905,
2026-05-05 14:04:26,mixed_syslog_2000.log,oracle,198.51.100.99,0,0.2,0.42000000000000004,14,4,4,0,1,normal,0.03461704091070872,
2026-05-05 19:00:32,mixed_syslog_2000.log,oracle,198.51.100.99,0,0.2,0.38000000000000006,19,0,0,1,1,normal,0.03489557712065605,
2026-05-05 19:49:53,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.38000000000000006,19,0,0,1,1,normal,0.03489557712065605,
2026-05-05 08:24:28,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,8,3,43,0,1,normal,0.03499513355348394,
2026-05-05 01:49:40,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.55,1,4,47,1,1,normal,0.0356346009463786,
2026-05-05 19:43:37,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.51,19,6,88,1,1,normal,0.03565229365272826,
2026-05-05 08:51:53,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,8,3,42,0,1,normal,0.035791217183829716,
2026-05-05 19:35:00,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.51,19,6,97,1,1,normal,0.03605654404070513,
2026-05-05 19:42:03,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.51,19,6,90,1,1,normal,0.03608190369396069,
2026-05-05 19:42:50,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.51,19,6,89,1,1,normal,0.03608190369396069,
2026-05-05 08:40:55,mixed_syslog_2000.log,illegal,192.0.2.50,0,0.2,0.30000000000000004,8,0,0,0,1,normal,0.036316151123242824,
2026-05-05 11:14:27,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,11,3,125,0,1,normal,0.036366930528899166,
2026-05-05 19:39:42,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.51,19,6,91,1,1,normal,0.03651122316522726,
2026-05-05 19:40:29,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.51,19,6,91,1,1,normal,0.03651122316522726,
2026-05-05 19:41:16,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.51,19,6,91,1,1,normal,0.03651122316522726,
2026-05-05 13:09:36,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.42000000000000004,13,4,4,0,1,normal,0.03659787008533677,
2026-05-05 01:55:09,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.55,1,4,49,1,1,normal,0.03669754131252212,
2026-05-05 16:54:25,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.47000000000000003,16,4,124,0,1,normal,0.03683683319174513,
2026-05-05 23:07:17,mixed_syslog_2000.log,illegal,192.0.2.50,0,0.2,0.44000000000000006,23,2,2,1,1,normal,0.03688305307799844,
2026-05-05 23:12:46,mixed_syslog_2000.log,oracle,198.51.100.99,0,0.2,0.44000000000000006,23,2,2,1,1,normal,0.03688305307799844,
2026-05-05 23:23:44,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.44000000000000006,23,2,2,1,1,normal,0.03688305307799844,
2026-05-05 18:27:38,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.30000000000000004,18,0,0,0,1,normal,0.03705521896740993,
2026-05-06 00:45:59,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5200000000000001,0,3,51,1,1,normal,0.03721767470132731,
2026-05-05 19:35:47,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.51,19,6,96,1,1,normal,0.03734368295236978,
2026-05-05 19:36:34,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.51,19,6,96,1,1,normal,0.03734368295236978,
2026-05-05 00:21:56,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.46,0,1,18,1,1,normal,0.037367855711151754,
2026-05-05 11:52:50,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.47000000000000003,11,4,121,0,1,normal,0.03740765087371645,
2026-05-05 14:59:16,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.38000000000000006,14,1,114,0,1,normal,0.03780868557953965,
2026-05-05 09:13:49,mixed_syslog_2000.log,oracle,198.51.100.99,0,0.2,0.30000000000000004,9,0,0,0,1,normal,0.037853441136573296,
2026-05-05 13:58:57,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.38000000000000006,13,1,124,0,1,normal,0.03785438374400252,
2026-05-05 19:38:08,mixed_syslog_2000.log,system,0.0.0.0,1,0.2,0.51,19,6,93,1,1,normal,0.038200325270994595,
2026-05-05 00:54:50,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5200000000000001,0,3,45,1,1,normal,0.03828145519206416,
2026-05-06 00:13:05,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5200000000000001,0,3,45,1,1,normal,0.03828145519206416,
2026-05-06 00:56:57,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5200000000000001,0,3,50,1,1,normal,0.03859118101508352,
2026-05-05 11:03:29,mixed_syslog_2000.log,admin,203.0.113.77,0,0.2,0.42000000000000004,11,4,4,0,1,normal,0.03873982314069602,
2026-05-05 20:44:43,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5200000000000001,20,3,45,1,1,normal,0.03883765017889629,
2026-05-05 16:32:29,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,16,3,127,0,1,normal,0.039013677316376505,
2026-05-05 18:00:13,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,18,3,118,0,1,normal,0.03915303915455637,
2026-05-05 21:56:00,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.5200000000000001,21,3,50,1,1,normal,0.03969217856702634,
2026-05-05 17:10:52,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.47000000000000003,17,4,124,0,1,normal,0.0403320547771816,
2026-05-05 18:44:05,mixed_syslog_2000.log,system,0.0.0.0,0,0.2,0.44,18,3,119,0,1,normal,0.04052235013067451,
