timestamp,source_file,user,source_ip,country,success,rule_alert,base_country_risk,country_risk,hour,failed_last_hour,logins_last_hour,unusual_hour,anomaly,anomaly_label,anomaly_score,anomaly_reason,safety
2026-06-02 21:11:00,synthetic_syslog_10000_safe.log,grace,88.198.36.0,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,1,1,1,normal,0.04,,suspicious
2026-06-02 21:18:00,synthetic_syslog_10000_safe.log,eve,85.214.132.10,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,1,1,1,normal,0.04,,suspicious
2026-06-02 21:46:00,synthetic_syslog_10000_safe.log,eve,46.101.1.1,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,1,1,1,normal,0.04,,suspicious
2026-06-02 21:53:00,synthetic_syslog_10000_safe.log,carol,88.198.36.0,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,1,1,1,normal,0.04,,suspicious
2026-06-02 22:21:00,synthetic_syslog_10000_safe.log,carol,85.214.132.10,United States (Non-EU - Unsafe),1,1,0.95,0.99,22,0,1,1,1,normal,0.04,,suspicious
2026-06-02 22:28:00,synthetic_syslog_10000_safe.log,alice,46.101.1.1,United States (Non-EU - Unsafe),1,1,0.95,0.99,22,0,1,1,1,normal,0.04,,suspicious
2026-06-02 22:56:00,synthetic_syslog_10000_safe.log,alice,88.198.36.0,United States (Non-EU - Unsafe),1,1,0.95,0.99,22,0,1,1,1,normal,0.04,,suspicious
2026-06-02 23:03:00,synthetic_syslog_10000_safe.log,grace,85.214.132.10,United States (Non-EU - Unsafe),1,1,0.95,0.99,23,0,1,1,1,normal,0.04,,suspicious
2026-06-02 23:31:00,synthetic_syslog_10000_safe.log,grace,46.101.1.1,United States (Non-EU - Unsafe),1,1,0.95,0.99,23,0,1,1,1,normal,0.04,,suspicious
2026-06-02 23:38:00,synthetic_syslog_10000_safe.log,eve,88.198.36.0,United States (Non-EU - Unsafe),1,1,0.95,0.99,23,0,1,1,1,normal,0.04,,suspicious
2026-06-03 21:06:00,synthetic_syslog_10000_safe.log,eve,85.214.132.10,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,1,1,1,normal,0.04,,suspicious
2026-06-03 21:13:00,synthetic_syslog_10000_safe.log,carol,46.101.1.1,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,1,1,1,normal,0.04,,suspicious
2026-06-03 21:41:00,synthetic_syslog_10000_safe.log,carol,88.198.36.0,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,1,1,1,normal,0.04,,suspicious
2026-06-03 21:48:00,synthetic_syslog_10000_safe.log,alice,85.214.132.10,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,1,1,1,normal,0.04,,suspicious
2026-06-03 22:16:00,synthetic_syslog_10000_safe.log,alice,46.101.1.1,United States (Non-EU - Unsafe),1,1,0.95,0.99,22,0,1,1,1,normal,0.04,,suspicious
2026-06-03 22:23:00,synthetic_syslog_10000_safe.log,grace,88.198.36.0,United States (Non-EU - Unsafe),1,1,0.95,0.99,22,0,1,1,1,normal,0.04,,suspicious
2026-06-03 22:51:00,synthetic_syslog_10000_safe.log,grace,85.214.132.10,United States (Non-EU - Unsafe),1,1,0.95,0.99,22,0,1,1,1,normal,0.04,,suspicious
2026-06-03 22:58:00,synthetic_syslog_10000_safe.log,eve,46.101.1.1,United States (Non-EU - Unsafe),1,1,0.95,0.99,22,0,1,1,1,normal,0.04,,suspicious
2026-06-03 23:26:00,synthetic_syslog_10000_safe.log,eve,88.198.36.0,United States (Non-EU - Unsafe),1,1,0.95,0.99,23,0,1,1,1,normal,0.04,,suspicious
2026-06-03 23:33:00,synthetic_syslog_10000_safe.log,carol,85.214.132.10,United States (Non-EU - Unsafe),1,1,0.95,0.99,23,0,1,1,1,normal,0.04,,suspicious
2026-06-04 21:01:00,synthetic_syslog_10000_safe.log,carol,46.101.1.1,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,1,1,1,normal,0.04,,suspicious
2026-06-04 21:08:00,synthetic_syslog_10000_safe.log,alice,88.198.36.0,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,1,1,1,normal,0.04,,suspicious
2026-06-04 21:36:00,synthetic_syslog_10000_safe.log,alice,85.214.132.10,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,1,1,1,normal,0.04,,suspicious
2026-06-04 21:43:00,synthetic_syslog_10000_safe.log,grace,46.101.1.1,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,1,1,1,normal,0.04,,suspicious
2026-06-04 22:11:00,synthetic_syslog_10000_safe.log,grace,88.198.36.0,United States (Non-EU - Unsafe),1,1,0.95,0.99,22,0,1,1,1,normal,0.04,,suspicious
2026-06-04 22:18:00,synthetic_syslog_10000_safe.log,eve,85.214.132.10,United States (Non-EU - Unsafe),1,1,0.95,0.99,22,0,1,1,1,normal,0.04,,suspicious
2026-06-04 22:46:00,synthetic_syslog_10000_safe.log,eve,46.101.1.1,United States (Non-EU - Unsafe),1,1,0.95,0.99,22,0,1,1,1,normal,0.04,,suspicious
2026-06-04 22:53:00,synthetic_syslog_10000_safe.log,carol,88.198.36.0,United States (Non-EU - Unsafe),1,1,0.95,0.99,22,0,1,1,1,normal,0.04,,suspicious
2026-06-04 23:21:00,synthetic_syslog_10000_safe.log,carol,85.214.132.10,United States (Non-EU - Unsafe),1,1,0.95,0.99,23,0,1,1,1,normal,0.04,,suspicious
2026-06-04 23:28:00,synthetic_syslog_10000_safe.log,alice,46.101.1.1,United States (Non-EU - Unsafe),1,1,0.95,0.99,23,0,1,1,1,normal,0.04,,suspicious
2026-06-04 23:56:00,synthetic_syslog_10000_safe.log,alice,88.198.36.0,United States (Non-EU - Unsafe),1,1,0.95,0.99,23,0,1,1,1,normal,0.04,,suspicious
2026-06-02 21:00:30,synthetic_syslog_10000_safe.log,bob,2.16.4.5,United States (Non-EU - Unsafe),1,1,0.95,0.99,21,0,4,1,1,normal,0.06,,suspicious
2026-06-02 21:01:00,synthetic_syslog_10000_safe.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,1,0.2,0.33,21,0,81,1,1,normal,0.06,,suspicious
2026-06-02 21:01:30,synthetic_syslog_10000_safe.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,1,0.2,0.33,21,0,82,1,1,normal,0.06,,suspicious
2026-06-02 21:02:00,synthetic_syslog_10000_safe.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,1,0.2,0.33,21,0,82,1,1,normal,0.06,,suspicious
2026-06-02 21:03:00,synthetic_syslog_10000_safe.log,user,0.0.0.0,Luxembourg (Local/EU - Safe),1,1,0.2,0.33,21,0,82,1,1,normal,0.06,,suspicious
