timestamp,source_file,user,source_ip,country,success,rule_alert,base_country_risk,country_risk,hour,failed_last_hour,logins_last_hour,unusual_hour,anomaly,anomaly_label,anomaly_score,anomaly_reason,safety
2026-05-20 02:47:02,syslog.log,root,185.220.101.1,Germany (EU - Safe),0,1,0.2,0.41000000000000003,2,1,1,1,1,normal,0.02,,suspicious
2026-05-20 02:47:01,syslog.log,root,185.220.101.1,Germany (EU - Safe),0,1,0.2,0.38000000000000006,2,0,0,1,1,normal,0.03,,suspicious
2026-05-20 02:47:03,syslog.log,root,185.220.101.1,Germany (EU - Safe),0,1,0.2,0.44000000000000006,2,2,2,1,1,normal,0.03,,suspicious
2026-05-20 02:47:10,web.log,/wp-login.php,185.220.101.1,Germany (EU - Safe),0,1,0.2,0.38000000000000006,2,0,0,1,1,normal,0.03,,suspicious
2026-05-20 02:47:11,web.log,/.env,185.220.101.1,Germany (EU - Safe),0,1,0.2,0.38000000000000006,2,0,0,1,1,normal,0.03,,suspicious
2026-05-20 22:05:44,ssh.log,grace,198.51.100.42,Luxembourg (Local/EU - Safe),1,1,0.2,0.28,22,0,0,1,1,normal,0.08,,suspicious
2026-05-20 23:58:59,syslog.log,eve,172.16.0.8,Luxembourg (Local/EU - Safe),1,1,0.2,0.28,23,0,0,1,1,normal,0.08,,suspicious
2026-05-20 07:59:01,ssh.log,deploy,10.10.1.5,Luxembourg (Local/EU - Safe),1,1,0.2,0.28,7,0,0,1,1,normal,0.1,,suspicious
2026-05-06 20:18:00,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser5,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.54,20,8,8,0,-1,anomaly,-0.03,"8 recent failed login(s) in last hour, Failed login, Dynamic risk boost applied (0.20 -> 0.54)",suspicious
2026-05-06 20:21:45,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser10,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.54,20,8,8,0,-1,anomaly,-0.03,"8 recent failed login(s) in last hour, Failed login, Dynamic risk boost applied (0.20 -> 0.54)",suspicious
2026-05-06 20:25:30,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser5,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.54,20,8,8,0,-1,anomaly,-0.03,"8 recent failed login(s) in last hour, Failed login, Dynamic risk boost applied (0.20 -> 0.54)",suspicious
2026-05-06 20:29:15,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser10,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.54,20,8,8,0,-1,anomaly,-0.03,"8 recent failed login(s) in last hour, Failed login, Dynamic risk boost applied (0.20 -> 0.54)",suspicious
2026-05-06 20:03:00,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser5,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.48000000000000004,20,6,6,0,-1,anomaly,-0.02,"6 recent failed login(s) in last hour, Failed login, Dynamic risk boost applied (0.20 -> 0.48)",suspicious
2026-05-06 20:06:45,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser10,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.48000000000000004,20,6,6,0,-1,anomaly,-0.02,"6 recent failed login(s) in last hour, Failed login, Dynamic risk boost applied (0.20 -> 0.48)",suspicious
2026-05-06 20:10:30,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser5,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.51,20,7,7,0,-1,anomaly,-0.02,"7 recent failed login(s) in last hour, Failed login, Dynamic risk boost applied (0.20 -> 0.51)",suspicious
2026-05-06 20:14:15,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser10,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.51,20,7,7,0,-1,anomaly,-0.02,"7 recent failed login(s) in last hour, Failed login, Dynamic risk boost applied (0.20 -> 0.51)",suspicious
2026-05-06 19:55:30,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser5,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.45000000000000007,19,5,5,0,-1,anomaly,-0.01,"5 recent failed login(s) in last hour, Failed login, Dynamic risk boost applied (0.20 -> 0.45)",suspicious
2026-05-06 19:59:15,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser10,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.45000000000000007,19,5,5,0,-1,anomaly,-0.01,"5 recent failed login(s) in last hour, Failed login, Dynamic risk boost applied (0.20 -> 0.45)",suspicious
2026-05-06 19:25:30,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser5,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.33000000000000007,19,1,1,0,1,normal,0.0,,safe
2026-05-06 19:29:15,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser10,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.33000000000000007,19,1,1,0,1,normal,0.0,,safe
2026-05-06 19:40:30,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser5,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.39,19,3,3,0,1,normal,0.0,,safe
2026-05-06 19:44:15,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser10,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.39,19,3,3,0,1,normal,0.0,,safe
2026-05-06 19:18:00,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser5,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.30000000000000004,19,0,0,0,1,normal,0.01,,safe
2026-05-06 19:21:45,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser10,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.30000000000000004,19,0,0,0,1,normal,0.01,,safe
2026-05-06 19:33:00,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser5,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.36000000000000004,19,2,2,0,1,normal,0.01,,safe
2026-05-06 19:36:45,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser10,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.36000000000000004,19,2,2,0,1,normal,0.01,,safe
2026-05-06 19:48:00,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser5,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.42000000000000004,19,4,4,0,1,normal,0.01,,safe
2026-05-06 19:51:45,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser10,185.220.100.100,Germany (EU - Safe),0,0,0.2,0.42000000000000004,19,4,4,0,1,normal,0.01,,safe
2026-05-20 08:00:15,ssh.log,admin,45.33.32.156,United States (Non-EU - Unsafe),0,0,0.95,0.99,8,0,0,0,1,normal,0.02,,suspicious
2026-05-20 09:13:44,web.log,/admin,203.0.113.5,Luxembourg (Local/EU - Safe),0,0,0.2,0.30000000000000004,9,0,0,0,1,normal,0.02,,safe
2026-05-06 19:15:45,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser2,41.201.12.5,United States (Non-EU - Unsafe),0,0,0.95,0.99,19,0,0,0,1,normal,0.03,,suspicious
2026-05-06 19:16:30,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser3,103.21.58.1,United States (Non-EU - Unsafe),0,0,0.95,0.99,19,0,0,0,1,normal,0.03,,suspicious
2026-05-06 19:17:15,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser4,196.25.1.5,United States (Non-EU - Unsafe),0,0,0.95,0.99,19,0,0,0,1,normal,0.03,,suspicious
2026-05-06 19:18:45,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser6,5.189.203.100,United States (Non-EU - Unsafe),0,0,0.95,0.99,19,0,0,0,1,normal,0.03,,suspicious
2026-05-06 19:19:30,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser7,41.201.12.5,United States (Non-EU - Unsafe),0,0,0.95,0.99,19,0,0,0,1,normal,0.03,,suspicious
2026-05-06 19:20:15,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser8,103.21.58.1,United States (Non-EU - Unsafe),0,0,0.95,0.99,19,0,0,0,1,normal,0.03,,suspicious
2026-05-06 19:21:00,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser9,196.25.1.5,United States (Non-EU - Unsafe),0,0,0.95,0.99,19,0,0,0,1,normal,0.03,,suspicious
2026-05-06 19:22:30,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser1,5.189.203.100,United States (Non-EU - Unsafe),0,0,0.95,0.99,19,0,0,0,1,normal,0.03,,suspicious
2026-05-06 20:00:00,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser1,5.189.203.100,United States (Non-EU - Unsafe),0,0,0.95,0.99,20,5,5,0,1,normal,0.03,,suspicious
2026-05-06 20:00:45,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser2,41.201.12.5,United States (Non-EU - Unsafe),0,0,0.95,0.99,20,6,6,0,1,normal,0.03,,suspicious
2026-05-06 20:01:30,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser3,103.21.58.1,United States (Non-EU - Unsafe),0,0,0.95,0.99,20,6,6,0,1,normal,0.03,,suspicious
2026-05-06 20:02:15,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser4,196.25.1.5,United States (Non-EU - Unsafe),0,0,0.95,0.99,20,6,6,0,1,normal,0.03,,suspicious
2026-05-06 20:03:45,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser6,5.189.203.100,United States (Non-EU - Unsafe),0,0,0.95,0.99,20,6,6,0,1,normal,0.03,,suspicious
2026-05-06 20:04:30,synthetic_syslog_1000_900_safe_100_suspicious.log,baduser7,41.201.12.5,United States (Non-EU - Unsafe),0,0,0.95,0.99,20,6,6,0,1,normal,0.03,,suspicious
